0.251,0.2,0.681,0.528,0.555,0.564,0.569,0.573,0.616
0.242,0.211,0.676,0.558,0.58,0.586,0.594,0.599,0.631
0.26,0.209,0.688,0.54,0.575,0.572,0.578,0.585,0.611
0.26,0.229,0.699,0.565,0.585,0.596,0.601,0.605,0.627
0.259,0.233,0.687,0.539,0.563,0.576,0.582,0.592,0.616
