0.351,0.324,0.704,0.571,0.590,0.602,0.602,0.603,0.630
0.264,0.222,0.695,0.581,0.612,0.614,0.613,0.621,0.630
0.253,0.213,0.684,0.545,0.563,0.572,0.578,0.580,0.618
0.260,0.229,0.699,0.565,0.585,0.596,0.601,0.605,0.627
0.256,0.239,0.703,0.554,0.574,0.585,0.587,0.595,0.630
