0.02,-0.159,0.642,0.397,0.43,0.46,0.487,0.509,0.633
0.03,-0.123,0.646,0.389,0.429,0.464,0.484,0.51,0.638
0.043,-0.127,0.643,0.392,0.428,0.458,0.481,0.5,0.633
0.047,-0.118,0.639,0.383,0.426,0.46,0.488,0.508,0.636
0.037,-0.127,0.636,0.371,0.413,0.446,0.472,0.487,0.638
